date,event_count,goldstein_weighted_sum,avg_goldstein,avg_tone,article_count,corridor
2024-05-18,40,-384.9,-9.622499999999997,-2.8552859979865888,536,red_sea
2024-05-19,20,-197.5,-9.875,-1.2589358114535802,373,red_sea
2024-05-20,24,-232.2,-9.675,-2.0134244300051787,480,red_sea
2024-05-21,25,-248.0,-9.92,-1.7752337935866342,388,red_sea
2024-05-22,17,-156.7,-9.217647058823529,-1.5852425476961145,438,red_sea
2024-05-23,24,-227.2,-9.466666666666669,-3.1812474694649433,548,red_sea
2024-05-24,40,-389.0,-9.725000000000001,-2.46874903320051,522,red_sea
2024-05-25,22,-213.7,-9.713636363636363,-1.3318616291513345,244,red_sea
2024-05-26,10,-100.0,-10.0,-1.4985857998134846,217,red_sea
2024-05-27,21,-204.5,-9.738095238095239,-1.9723969405730304,361,red_sea
2024-05-28,59,-555.2,-9.410169491525423,-1.775538438377106,652,red_sea
2024-05-29,76,-737.6,-9.705263157894736,-2.9265443618129905,899,red_sea
2024-05-30,24,-237.2,-9.883333333333333,-3.1812447062870355,624,red_sea
2024-05-31,110,-1079.8000000000002,-9.816363636363636,-4.286341789978075,1425,red_sea
2024-06-01,40,-387.7,-9.692500000000003,-3.156410351580521,581,red_sea
2024-06-02,32,-319.2,-9.975,-2.964729034517732,504,red_sea
2024-06-03,28,-272.2,-9.721428571428572,-2.372380004020007,672,red_sea
2024-06-04,23,-206.5,-8.978260869565217,-1.2544493942282893,525,red_sea
2024-06-05,27,-238.5,-8.833333333333332,-1.2412434383804534,417,red_sea
2024-06-06,29,-283.0,-9.758620689655173,-2.570861177234317,638,red_sea
2024-06-07,33,-283.4,-8.587878787878788,-3.5952861879982483,738,red_sea
2024-06-08,32,-287.0,-8.96875,-1.8383624709440618,597,red_sea
2024-06-09,34,-340.0,-10.0,-3.7865823363038666,488,red_sea
2024-06-10,19,-190.0,-10.0,-2.61679239714255,344,red_sea
2024-06-11,11,-110.0,-10.0,-2.085189463097929,457,red_sea
2024-06-12,26,-251.5,-9.673076923076922,-2.4291347580196385,660,red_sea
2024-06-13,54,-537.2,-9.948148148148148,-3.9821964711887325,887,red_sea
2024-06-14,99,-957.6999999999999,-9.673737373737374,-3.965470808805344,1024,red_sea
2024-06-15,94,-919.6000000000001,-9.782978723404254,-4.871017648869352,824,red_sea
2024-06-16,81,-790.8,-9.762962962962963,-4.349544028741027,535,red_sea
2024-06-17,86,-845.2,-9.827906976744185,-3.2304572791982946,619,red_sea
2024-06-18,40,-386.0,-9.649999999999999,-2.8397309724800577,522,red_sea
2024-06-19,53,-504.7,-9.522641509433964,-3.9903374971744263,1072,red_sea
2024-06-20,55,-526.6,-9.574545454545454,-3.2814658553531566,734,red_sea
2024-06-21,24,-237.0,-9.875,-2.8774606653448602,454,red_sea
2024-06-22,41,-404.2,-9.858536585365854,-3.2780120147049727,510,red_sea
2024-06-23,91,-877.8,-9.646153846153847,-3.854314975772774,760,red_sea
2024-06-24,51,-497.4,-9.752941176470591,-3.0644219342148364,609,red_sea
2024-06-25,34,-333.0,-9.794117647058824,-1.8807805981275232,371,red_sea
2024-06-26,10,-99.0,-9.9,-1.8037058814970552,482,red_sea
2024-06-27,56,-542.4,-9.685714285714283,-2.0943204374244084,596,red_sea
2024-06-28,44,-425.7,-9.675000000000002,-2.845319256343925,415,red_sea
2024-06-29,42,-410.2,-9.766666666666664,-3.446754405403473,350,red_sea
2024-06-30,24,-218.5,-9.104166666666666,-1.6878158088478281,217,red_sea
2024-07-01,19,-183.60000000000002,-9.663157894736843,-1.550080596854567,343,red_sea
2024-07-02,24,-228.60000000000002,-9.525,-1.7440602607880091,408,red_sea
2024-07-03,34,-310.2,-9.123529411764705,-1.7501176987428766,557,red_sea
2024-07-04,7,-68.4,-9.77142857142857,-0.08204136843079882,315,red_sea
2024-07-05,4,-40.0,-10.0,-1.2198303348724286,309,red_sea
2024-07-06,7,-70.0,-10.0,0.15664849389141516,399,red_sea
2024-07-07,9,-85.0,-9.444444444444445,-1.1878872051692426,293,red_sea
2024-07-08,16,-151.60000000000002,-9.475000000000001,-1.6836535210688695,414,red_sea
2024-07-09,19,-190.0,-10.0,-1.501315647058502,387,red_sea
2024-07-10,18,-173.0,-9.61111111111111,-2.180604013695464,409,red_sea
2024-07-11,23,-214.0,-9.304347826086957,-2.112243153133142,628,red_sea
2024-07-12,30,-295.8,-9.86,-1.7776289447553457,373,red_sea
2024-07-13,20,-197.9,-9.895,-1.0059744240678978,200,red_sea
2024-07-14,15,-146.5,-9.766666666666666,-0.5724119104979891,203,red_sea
2024-07-15,40,-384.2,-9.605,-2.1471593883628217,470,red_sea
2024-07-16,46,-450.9,-9.802173913043479,-3.0173832853060407,658,red_sea
2024-07-17,32,-312.59999999999997,-9.768749999999999,-2.4501799995845377,444,red_sea
2024-07-18,29,-286.09999999999997,-9.86551724137931,-1.8762856484382773,379,red_sea
2024-07-19,29,-262.7,-9.058620689655173,-3.9205537960994494,688,red_sea
2024-07-20,40,-385.7,-9.6425,-2.9836113388883567,680,red_sea
2024-07-21,63,-619.0,-9.825396825396824,-4.739017446035468,1030,red_sea
2024-07-22,53,-499.2,-9.418867924528302,-2.810377843899176,498,red_sea
2024-07-23,30,-288.29999999999995,-9.61,-2.434900563750003,453,red_sea
2024-07-24,28,-270.6,-9.664285714285715,-1.417522215753917,461,red_sea
2024-07-25,17,-161.6,-9.505882352941176,-1.9886325276268548,381,red_sea
2024-07-26,15,-137.2,-9.146666666666667,-1.7492090401774207,251,red_sea
2024-07-27,24,-231.6,-9.65,-1.5547598185496398,321,red_sea
2024-07-28,1,-10.0,-10.0,-1.2547286389131127,122,red_sea
2024-07-29,12,-117.2,-9.766666666666667,-1.9364452442507045,231,red_sea
2024-07-30,14,-140.0,-10.0,-0.9173530988016806,246,red_sea
2024-07-31,19,-173.0,-9.105263157894735,-3.2283959751435076,459,red_sea
2024-08-01,22,-216.6,-9.845454545454547,-2.2644966638136697,467,red_sea
2024-08-02,22,-208.4,-9.472727272727274,-3.318277956484208,482,red_sea
2024-08-03,24,-237.2,-9.883333333333335,-3.126796762556381,387,red_sea
2024-08-04,30,-272.8,-9.093333333333332,-3.990964269253962,345,red_sea
2024-08-05,17,-157.1,-9.241176470588234,-2.7006011255380975,431,red_sea
2024-08-06,27,-247.09999999999997,-9.151851851851854,-2.3588617360912174,506,red_sea
2024-08-07,26,-227.89999999999998,-8.765384615384615,-2.295932737838069,493,red_sea
2024-08-08,22,-207.10000000000002,-9.413636363636364,-2.8271503271932508,508,red_sea
2024-08-09,42,-384.4,-9.152380952380952,-3.2944393584530185,493,red_sea
2024-08-10,18,-154.2,-8.566666666666666,-1.9783061350480886,202,red_sea
2024-08-11,8,-80.0,-10.0,-1.8040242259445747,267,red_sea
2024-08-12,21,-178.7,-8.509523809523811,-1.4351557572994988,269,red_sea
2024-08-13,37,-347.7,-9.397297297297298,-3.6169542876863545,585,red_sea
2024-08-14,20,-186.2,-9.31,-2.895709182795486,542,red_sea
2024-08-15,5,-50.0,-10.0,-1.2339828600136802,304,red_sea
2024-08-16,11,-100.0,-9.090909090909092,-2.1664915112398657,293,red_sea
2024-08-17,7,-63.0,-9.0,-0.931936048087143,138,red_sea
2024-08-18,9,-90.0,-10.0,-1.4250009560145422,187,red_sea
2024-08-19,13,-116.2,-8.938461538461539,-1.3038743001363735,360,red_sea
2024-08-20,10,-100.0,-10.0,-0.9269777897006024,244,red_sea
2024-08-21,36,-356.5,-9.902777777777779,-4.130026514677799,592,red_sea
2024-08-22,76,-746.0,-9.815789473684214,-3.398307093700652,632,red_sea
2024-08-23,38,-356.0,-9.36842105263158,-2.8420416492660383,524,red_sea
2024-08-24,20,-199.5,-9.975,-3.6554866123760976,424,red_sea
2024-08-25,16,-158.0,-9.875,-4.357570215099344,306,red_sea
2024-08-26,43,-409.2,-9.51627906976744,-4.643179807084036,657,red_sea
2024-08-27,44,-403.9,-9.17954545454545,-4.693229244170127,637,red_sea
2024-08-28,46,-442.0,-9.608695652173914,-3.3254829328815942,724,red_sea
2024-08-29,43,-407.7,-9.481395348837207,-2.511122229302186,779,red_sea
2024-08-30,25,-225.5,-9.02,-2.8640556643668256,520,red_sea
2024-08-31,7,-62.4,-8.914285714285715,-3.319300595806942,313,red_sea
